"courseSubject","courseNumber","courseName","topicLable","slide","worksheet","lab"
"COMP","6721","APPLIED ARTIFICIAL INTELLIGENCE","Decision_Trees","http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf","http://localhost:3030/play/courses/COMP6721/WKS/WS04.pdf","http://localhost:3030/play/courses/COMP6721/LAB/LE05.pdf"
