"courseNumber","courseName","topicLabel","topicURL","lab","slide","worksheet"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Day6","http://dbpedia.org/resource/Day6",,"http://localhost:3030/play/courses/COMP6721/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML","http://localhost:3030/play/courses/COMP6721/LAB/LE08.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6741/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6741/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","XML","http://dbpedia.org/resource/XML",,"http://localhost:3030/play/courses/COMP6741/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Null_hypothesis","http://dbpedia.org/resource/Null_hypothesis",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS03.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Natural-language_generation","http://dbpedia.org/resource/Natural-language_generation",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Adjective_phrase","http://dbpedia.org/resource/Adjective_phrase",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Go_game","http://dbpedia.org/resource/Go_(game)","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Go_game","http://dbpedia.org/resource/Go_(game)",,"http://localhost:3030/play/courses/COMP6721/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Go_game","http://dbpedia.org/resource/Go_(game)",,,"http://localhost:3030/play/courses/COMP6741/WKS/WS06.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6721/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6721/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,"http://localhost:3030/play/courses/COMP6741/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS07.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS04.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS02.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS01.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","College_of_Osteopathic_Medicine_of_the_Pacific","http://dbpedia.org/resource/College_of_Osteopathic_Medicine_of_the_Pacific",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS08.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Infinite_loop","http://dbpedia.org/resource/Infinite_loop",,"http://localhost:3030/play/courses/COMP6721/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Intel_Core","http://dbpedia.org/resource/Intel_Core",,"http://localhost:3030/play/courses/COMP6721/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Beer","http://dbpedia.org/resource/Beer","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Final_Score","http://dbpedia.org/resource/Final_Score","http://localhost:3030/play/courses/COMP6721/LAB/LE06.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Government_of_the_United_Kingdom","http://dbpedia.org/resource/Government_of_the_United_Kingdom",,"http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Active_learning","http://dbpedia.org/resource/Active_learning",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS01.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Active_learning","http://dbpedia.org/resource/Active_learning",,,"http://localhost:3030/play/courses/COMP6741/WKS/WS01.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Intelligence","http://dbpedia.org/resource/Intelligence",,"http://localhost:3030/play/courses/COMP6721/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron","http://localhost:3030/play/courses/COMP6721/LAB/LE06.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron",,"http://localhost:3030/play/courses/COMP6721/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Perceptron","http://dbpedia.org/resource/Perceptron",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS05.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","The_Returned_French_TV_series","http://dbpedia.org/resource/The_Returned_(French_TV_series)",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS07.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","The_Returned_French_TV_series","http://dbpedia.org/resource/The_Returned_(French_TV_series)",,,"http://localhost:3030/play/courses/COMP6741/WKS/WS01.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Ken_Jennings","http://dbpedia.org/resource/Ken_Jennings",,"http://localhost:3030/play/courses/COMP6721/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Data_type","http://dbpedia.org/resource/Data_type",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Data_type","http://dbpedia.org/resource/Data_type",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Data_type","http://dbpedia.org/resource/Data_type",,"http://localhost:3030/play/courses/COMP6741/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Data_type","http://dbpedia.org/resource/Data_type",,"http://localhost:3030/play/courses/COMP6741/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Data_type","http://dbpedia.org/resource/Data_type",,,"http://localhost:3030/play/courses/COMP6741/WKS/WS02.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Cross-validation_statistics","http://dbpedia.org/resource/Cross-validation_(statistics)","http://localhost:3030/play/courses/COMP6721/LAB/LE07.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Cross-validation_statistics","http://dbpedia.org/resource/Cross-validation_(statistics)","http://localhost:3030/play/courses/COMP6721/LAB/LE06.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Cross-validation_statistics","http://dbpedia.org/resource/Cross-validation_(statistics)",,"http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Cross-validation_statistics","http://dbpedia.org/resource/Cross-validation_(statistics)",,"http://localhost:3030/play/courses/COMP6741/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Mathematical_optimization","http://dbpedia.org/resource/Mathematical_optimization","http://localhost:3030/play/courses/COMP6721/LAB/LE07.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Mathematical_optimization","http://dbpedia.org/resource/Mathematical_optimization",,"http://localhost:3030/play/courses/COMP6721/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Online_analytical_processing","http://dbpedia.org/resource/Online_analytical_processing",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Milwaukee_Road_class_F7","http://dbpedia.org/resource/Milwaukee_Road_class_F7",,"http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Stork","http://dbpedia.org/resource/Stork",,"http://localhost:3030/play/courses/COMP6721/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language","http://localhost:3030/play/courses/COMP6721/LAB/LE04.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language",,"http://localhost:3030/play/courses/COMP6741/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language",,"http://localhost:3030/play/courses/COMP6741/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Programming_language","http://dbpedia.org/resource/Programming_language",,"http://localhost:3030/play/courses/COMP6741/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Partial_derivative","http://dbpedia.org/resource/Partial_derivative",,"http://localhost:3030/play/courses/COMP6721/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Pop_music","http://dbpedia.org/resource/Pop_music","http://localhost:3030/play/courses/COMP6721/LAB/LE02.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Meningitis","http://dbpedia.org/resource/Meningitis",,"http://localhost:3030/play/courses/COMP6721/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Taxicab_geometry","http://dbpedia.org/resource/Taxicab_geometry",,"http://localhost:3030/play/courses/COMP6721/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Taxicab_geometry","http://dbpedia.org/resource/Taxicab_geometry",,"http://localhost:3030/play/courses/COMP6741/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Chicken","http://dbpedia.org/resource/Chicken",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Cipher","http://dbpedia.org/resource/Cipher",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Method_of_complements","http://dbpedia.org/resource/Method_of_complements",,,"http://localhost:3030/play/courses/COMP6721/WKS/WS03.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Minimax","http://dbpedia.org/resource/Minimax","http://localhost:3030/play/courses/COMP6721/LAB/LE03.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Minimax","http://dbpedia.org/resource/Minimax",,"http://localhost:3030/play/courses/COMP6721/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Mona_Vanderwaal","http://dbpedia.org/resource/Mona_Vanderwaal",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","ImageNet","http://dbpedia.org/resource/ImageNet","http://localhost:3030/play/courses/COMP6721/LAB/LE07.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","ImageNet","http://dbpedia.org/resource/ImageNet","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","ImageNet","http://dbpedia.org/resource/ImageNet",,"http://localhost:3030/play/courses/COMP6721/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Acoustics","http://dbpedia.org/resource/Acoustics",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Acoustics","http://dbpedia.org/resource/Acoustics",,"http://localhost:3030/play/courses/COMP6721/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Formal_system","http://dbpedia.org/resource/Formal_system","http://localhost:3030/play/courses/COMP6721/LAB/LE10.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Paris","http://dbpedia.org/resource/Paris",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Paris","http://dbpedia.org/resource/Paris",,,"http://localhost:3030/play/courses/COMP6741/WKS/WS06.pdf"
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Logical_conjunction","http://dbpedia.org/resource/Logical_conjunction",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Logical_conjunction","http://dbpedia.org/resource/Logical_conjunction",,"http://localhost:3030/play/courses/COMP6721/LEC/LS11.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Logical_conjunction","http://dbpedia.org/resource/Logical_conjunction",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Logical_conjunction","http://dbpedia.org/resource/Logical_conjunction",,"http://localhost:3030/play/courses/COMP6721/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Logical_conjunction","http://dbpedia.org/resource/Logical_conjunction",,"http://localhost:3030/play/courses/COMP6721/LEC/LS06.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Netherlands","http://dbpedia.org/resource/Netherlands",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Netherlands","http://dbpedia.org/resource/Netherlands",,"http://localhost:3030/play/courses/COMP6741/LEC/LS04.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Bracket","http://dbpedia.org/resource/Bracket","http://localhost:3030/play/courses/COMP6721/LAB/LE09.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Bracket","http://dbpedia.org/resource/Bracket",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Bracket","http://dbpedia.org/resource/Bracket",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Bracket","http://dbpedia.org/resource/Bracket",,"http://localhost:3030/play/courses/COMP6741/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Intuition","http://dbpedia.org/resource/Intuition",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Intuition","http://dbpedia.org/resource/Intuition",,"http://localhost:3030/play/courses/COMP6721/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Intuition","http://dbpedia.org/resource/Intuition",,"http://localhost:3030/play/courses/COMP6721/LEC/LS05.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Layer_cake","http://dbpedia.org/resource/Layer_cake",,"http://localhost:3030/play/courses/COMP6741/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Layer_cake","http://dbpedia.org/resource/Layer_cake",,"http://localhost:3030/play/courses/COMP6741/LEC/LS03.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Layer_cake","http://dbpedia.org/resource/Layer_cake",,"http://localhost:3030/play/courses/COMP6741/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Layer_cake","http://dbpedia.org/resource/Layer_cake",,"http://localhost:3030/play/courses/COMP6721/LEC/LS08.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Layer_cake","http://dbpedia.org/resource/Layer_cake",,"http://localhost:3030/play/courses/COMP6721/LEC/LS09.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Amazon_Alexa","http://dbpedia.org/resource/Amazon_Alexa","http://localhost:3030/play/courses/COMP6721/LAB/LE09.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Amazon_Alexa","http://dbpedia.org/resource/Amazon_Alexa",,"http://localhost:3030/play/courses/COMP6741/LEC/LS01.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Amazon_Alexa","http://dbpedia.org/resource/Amazon_Alexa",,"http://localhost:3030/play/courses/COMP6741/LEC/LS07.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Paraphrase","http://dbpedia.org/resource/Paraphrase",,"http://localhost:3030/play/courses/COMP6721/LEC/LS10.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Sam_Loyd","http://dbpedia.org/resource/Sam_Loyd",,"http://localhost:3030/play/courses/COMP6721/LEC/LS02.pdf",
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Rule-based_machine_translation","http://dbpedia.org/resource/Rule-based_machine_translation","http://localhost:3030/play/courses/COMP6721/LAB/LE01.pdf",,
"6721","APPLIED ARTIFICIAL INTELLIGENCE","Madrid","http://dbpedia.org/resource/Madrid",,"http://localhost:3030/play/courses/COMP6721/LEC/LS11.pdf",
