"topicLabel","course","slide","worksheet"
"Word_embedding","http://focu.io/data#COMP6721","http://localhost:3030/play/courses/COMP6721/LEC/LS11.pdf","http://localhost:3030/play/courses/COMP6721/WKS/WS10.pdf"
